customer_id,add_to_cart,purchase,view,view_to_cart_rate,cart_to_purchase_rate
2520,2,2,12,0.17,1.00
2521,3,3,9,0.33,1.00
2522,2,2,10,0.20,1.00
2523,6,1,9,0.67,0.17
2524,2,4,6,0.33,2.00
2525,4,3,11,0.36,0.75
2526,2,0,4,0.50,0.00
2527,5,0,3,1.67,0.00
2528,1,0,12,0.08,0.00
2529,2,0,7,0.29,0.00
2530,1,5,6,0.17,5.00
2531,3,2,4,0.75,0.67
2532,4,0,8,0.50,0.00
2533,3,3,11,0.27,1.00
2534,6,2,7,0.86,0.33
2535,3,2,3,1.00,0.67
2536,2,2,6,0.33,1.00
2537,5,3,8,0.62,0.60
2538,3,2,19,0.16,0.67
2539,0,0,4,0.00,0.00
2540,4,2,9,0.44,0.50
2541,3,3,5,0.60,1.00
2542,6,1,6,1.00,0.17
2543,3,0,6,0.50,0.00
2544,4,0,8,0.50,0.00
2545,1,0,8,0.12,0.00
2546,5,1,10,0.50,0.20
2547,3,1,7,0.43,0.33
2548,4,1,2,2.00,0.25
2549,4,3,10,0.40,0.75
2550,1,3,5,0.20,3.00
2551,2,0,5,0.40,0.00
2552,5,2,8,0.62,0.40
2553,4,1,14,0.29,0.25
2554,2,0,11,0.18,0.00
2555,5,2,6,0.83,0.40
2556,2,2,7,0.29,1.00
2557,2,0,3,0.67,0.00
2558,5,0,9,0.56,0.00
2559,8,3,10,0.80,0.38
2560,2,0,4,0.50,0.00
2561,2,2,7,0.29,1.00
2562,2,3,9,0.22,1.50
2563,3,1,4,0.75,0.33
2564,4,1,6,0.67,0.25
2565,1,0,4,0.25,0.00
2566,3,2,5,0.60,0.67
2567,1,1,7,0.14,1.00
2568,4,1,10,0.40,0.25
2569,1,2,6,0.17,2.00
2570,4,1,7,0.57,0.25
2571,3,0,6,0.50,0.00
2572,2,5,4,0.50,2.50
2573,4,0,10,0.40,0.00
2574,4,1,7,0.57,0.25
2575,5,0,8,0.62,0.00
2576,3,2,6,0.50,0.67
2577,5,0,7,0.71,0.00
2578,5,2,7,0.71,0.40
2579,4,2,4,1.00,0.50
2580,2,0,5,0.40,0.00
2581,0,1,6,0.00,0.00
2582,3,1,4,0.75,0.33
2583,0,0,11,0.00,0.00
2584,2,0,7,0.29,0.00
2585,2,1,9,0.22,0.50
2586,3,0,7,0.43,0.00
2587,4,0,5,0.80,0.00
2588,1,2,8,0.12,2.00
2589,5,1,7,0.71,0.20
2590,4,2,12,0.33,0.50
2591,3,3,7,0.43,1.00
2592,4,2,6,0.67,0.50
2593,5,0,11,0.45,0.00
2594,5,2,8,0.62,0.40
2595,2,1,7,0.29,0.50
2596,4,0,6,0.67,0.00
2597,3,1,2,1.50,0.33
2598,4,1,3,1.33,0.25
2599,4,1,8,0.50,0.25
2600,2,2,10,0.20,1.00
2601,2,0,6,0.33,0.00
2602,6,0,12,0.50,0.00
2603,6,1,5,1.20,0.17
2604,9,3,7,1.29,0.33
2605,2,0,5,0.40,0.00
2606,4,1,12,0.33,0.25
2607,1,1,12,0.08,1.00
2608,2,3,4,0.50,1.50
2609,3,0,11,0.27,0.00
2610,7,0,11,0.64,0.00
2611,3,0,4,0.75,0.00
2612,6,0,9,0.67,0.00
2613,2,2,2,1.00,1.00
2614,2,3,10,0.20,1.50
2615,7,1,6,1.17,0.14
2616,1,2,6,0.17,2.00
2617,1,0,9,0.11,0.00
2618,2,1,7,0.29,0.50
2619,7,1,5,1.40,0.14
2620,2,0,9,0.22,0.00
2621,4,3,7,0.57,0.75
2622,2,0,6,0.33,0.00
2623,5,1,5,1.00,0.20
2624,3,2,10,0.30,0.67
2625,3,1,7,0.43,0.33
2626,3,0,10,0.30,0.00
2627,5,2,3,1.67,0.40
2628,2,2,6,0.33,1.00
2629,4,1,8,0.50,0.25
2630,3,0,7,0.43,0.00
2631,3,2,9,0.33,0.67
2632,1,1,8,0.12,1.00
2633,3,1,7,0.43,0.33
2634,2,1,6,0.33,0.50
2635,2,0,11,0.18,0.00
2636,6,0,8,0.75,0.00
2637,3,2,6,0.50,0.67
2638,4,0,6,0.67,0.00
2639,3,1,6,0.50,0.33
2640,5,0,6,0.83,0.00
2641,4,2,6,0.67,0.50
2642,0,2,4,0.00,0.00
2643,6,0,11,0.55,0.00
2644,4,3,4,1.00,0.75
2645,3,1,10,0.30,0.33
2646,3,1,8,0.38,0.33
2647,3,1,5,0.60,0.33
2648,1,1,5,0.20,1.00
2649,7,0,7,1.00,0.00
2650,1,0,2,0.50,0.00
2651,4,2,12,0.33,0.50
2652,2,0,8,0.25,0.00
2653,4,2,6,0.67,0.50
2654,3,0,8,0.38,0.00
2655,4,1,4,1.00,0.25
2656,3,0,6,0.50,0.00
2657,5,0,6,0.83,0.00
2658,6,1,3,2.00,0.17
2659,3,0,10,0.30,0.00
2660,1,3,7,0.14,3.00
2661,8,0,7,1.14,0.00
2662,6,1,4,1.50,0.17
2663,3,0,5,0.60,0.00
2664,3,0,5,0.60,0.00
2665,3,1,8,0.38,0.33
2666,2,1,10,0.20,0.50
2667,1,1,7,0.14,1.00
2668,5,2,6,0.83,0.40
2669,0,2,10,0.00,0.00
2670,4,2,12,0.33,0.50
2671,4,0,4,1.00,0.00
2672,4,1,8,0.50,0.25
2673,2,3,7,0.29,1.50
2674,0,2,5,0.00,0.00
2675,5,0,5,1.00,0.00
2676,6,0,10,0.60,0.00
2677,2,0,9,0.22,0.00
2678,5,0,5,1.00,0.00
2679,5,1,12,0.42,0.20
2680,3,2,6,0.50,0.67
2681,1,3,5,0.20,3.00
2682,4,3,7,0.57,0.75
2683,1,0,6,0.17,0.00
2684,1,1,12,0.08,1.00
2685,2,1,8,0.25,0.50
2686,5,0,6,0.83,0.00
2687,3,2,12,0.25,0.67
2688,6,1,10,0.60,0.17
2689,4,1,7,0.57,0.25
2690,1,1,9,0.11,1.00
2691,5,1,5,1.00,0.20
2692,3,2,9,0.33,0.67
2693,6,2,6,1.00,0.33
2694,4,0,8,0.50,0.00
2695,5,1,6,0.83,0.20
2696,1,2,11,0.09,2.00
2697,4,1,9,0.44,0.25
2698,2,2,3,0.67,1.00
2699,2,2,10,0.20,1.00
2700,7,1,8,0.88,0.14
2701,4,2,5,0.80,0.50
2702,5,1,5,1.00,0.20
2703,2,2,6,0.33,1.00
2704,0,2,4,0.00,0.00
2705,1,1,7,0.14,1.00
2706,2,0,6,0.33,0.00
2707,7,1,6,1.17,0.14
2708,4,0,8,0.50,0.00
2709,2,0,8,0.25,0.00
2710,2,0,4,0.50,0.00
2711,2,2,8,0.25,1.00
2712,5,1,7,0.71,0.20
2713,2,0,6,0.33,0.00
2714,2,1,8,0.25,0.50
2715,7,0,11,0.64,0.00
2716,5,4,8,0.62,0.80
2717,4,3,6,0.67,0.75
2718,3,4,15,0.20,1.33
2719,5,0,3,1.67,0.00
2720,1,4,9,0.11,4.00
2721,3,1,7,0.43,0.33
2722,4,1,9,0.44,0.25
2723,4,1,6,0.67,0.25
2724,3,0,4,0.75,0.00
2725,2,1,5,0.40,0.50
2726,4,1,7,0.57,0.25
2727,2,3,4,0.50,1.50
2728,1,0,7,0.14,0.00
2729,5,0,6,0.83,0.00
2730,3,0,9,0.33,0.00
2731,2,2,3,0.67,1.00
2732,2,0,7,0.29,0.00
2733,4,0,7,0.57,0.00
2734,1,3,8,0.12,3.00
2735,2,0,6,0.33,0.00
2736,5,1,6,0.83,0.20
2737,4,0,4,1.00,0.00
2738,4,0,7,0.57,0.00
2739,1,1,7,0.14,1.00
2740,4,0,7,0.57,0.00
2741,6,1,8,0.75,0.17
2742,2,2,12,0.17,1.00
2743,1,0,9,0.11,0.00
2744,7,4,7,1.00,0.57
2745,2,3,7,0.29,1.50
2746,2,1,8,0.25,0.50
2747,1,3,4,0.25,3.00
2748,3,2,4,0.75,0.67
2749,6,1,3,2.00,0.17
2750,11,0,7,1.57,0.00
2751,4,0,7,0.57,0.00
2752,4,1,10,0.40,0.25
2753,5,1,10,0.50,0.20
2754,4,3,8,0.50,0.75
2755,4,2,12,0.33,0.50
2756,2,4,3,0.67,2.00
2757,4,3,9,0.44,0.75
2758,2,3,9,0.22,1.50
2759,6,2,8,0.75,0.33
2760,1,1,5,0.20,1.00
2761,4,2,3,1.33,0.50
2762,3,0,8,0.38,0.00
2763,2,2,4,0.50,1.00
2764,4,2,5,0.80,0.50
2765,5,1,7,0.71,0.20
2766,4,2,3,1.33,0.50
2767,0,2,6,0.00,0.00
2768,6,0,12,0.50,0.00
2769,3,0,5,0.60,0.00
2770,2,0,4,0.50,0.00
2771,4,2,8,0.50,0.50
2772,9,2,9,1.00,0.22
2773,5,1,5,1.00,0.20
2774,7,2,7,1.00,0.29
2775,2,1,10,0.20,0.50
2776,7,2,10,0.70,0.29
2777,5,3,2,2.50,0.60
2778,2,2,6,0.33,1.00
2779,5,1,6,0.83,0.20
2780,5,1,6,0.83,0.20
2781,2,2,4,0.50,1.00
2782,2,0,11,0.18,0.00
2783,0,1,7,0.00,0.00
2784,5,0,13,0.38,0.00
2785,1,2,5,0.20,2.00
2786,8,3,7,1.14,0.38
2787,7,1,5,1.40,0.14
2788,3,2,5,0.60,0.67
2789,3,0,6,0.50,0.00
2790,9,3,6,1.50,0.33
2791,5,0,12,0.42,0.00
2792,4,2,1,4.00,0.50
2793,2,1,5,0.40,0.50
2794,3,0,5,0.60,0.00
2795,4,1,6,0.67,0.25
2796,1,1,1,1.00,1.00
2797,2,1,7,0.29,0.50
2798,3,1,3,1.00,0.33
2799,3,2,2,1.50,0.67
2800,4,1,9,0.44,0.25
2801,5,1,7,0.71,0.20
2802,1,3,9,0.11,3.00
2803,5,2,8,0.62,0.40
2804,5,0,7,0.71,0.00
2805,3,2,7,0.43,0.67
2806,5,1,6,0.83,0.20
2807,3,1,7,0.43,0.33
2808,2,1,9,0.22,0.50
2809,6,4,6,1.00,0.67
2810,3,1,6,0.50,0.33
2811,7,2,4,1.75,0.29
2812,2,3,8,0.25,1.50
2813,2,4,7,0.29,2.00
2814,4,0,3,1.33,0.00
2815,5,1,6,0.83,0.20
2816,4,1,9,0.44,0.25
2817,2,1,11,0.18,0.50
2818,8,0,3,2.67,0.00
2819,4,1,9,0.44,0.25
2820,5,1,5,1.00,0.20
2821,1,1,6,0.17,1.00
2822,4,1,7,0.57,0.25
2823,0,1,6,0.00,0.00
2824,2,0,9,0.22,0.00
2825,4,3,8,0.50,0.75
2826,6,1,12,0.50,0.17
2827,4,1,7,0.57,0.25
2828,4,0,6,0.67,0.00
2829,4,0,6,0.67,0.00
2830,5,1,4,1.25,0.20
2831,1,2,4,0.25,2.00
2832,3,4,6,0.50,1.33
2833,5,1,10,0.50,0.20
2834,3,3,13,0.23,1.00
2835,3,0,5,0.60,0.00
2836,6,1,7,0.86,0.17
2837,1,3,9,0.11,3.00
2838,5,1,9,0.56,0.20
2839,4,1,8,0.50,0.25
2840,3,4,8,0.38,1.33
2841,1,0,3,0.33,0.00
2842,2,2,9,0.22,1.00
2843,2,1,9,0.22,0.50
2844,3,2,7,0.43,0.67
2845,2,3,8,0.25,1.50
2846,6,0,6,1.00,0.00
2847,2,1,13,0.15,0.50
2848,2,0,6,0.33,0.00
2849,6,0,5,1.20,0.00
2850,4,0,10,0.40,0.00
2851,7,1,3,2.33,0.14
2852,1,2,12,0.08,2.00
2853,3,2,8,0.38,0.67
2854,3,3,8,0.38,1.00
2855,1,1,8,0.12,1.00
2856,5,1,8,0.62,0.20
2857,2,0,6,0.33,0.00
2858,6,2,4,1.50,0.33
2859,2,2,4,0.50,1.00
2860,3,0,3,1.00,0.00
2861,6,0,7,0.86,0.00
2862,3,2,7,0.43,0.67
2863,4,1,6,0.67,0.25
2864,2,1,10,0.20,0.50
2865,1,0,9,0.11,0.00
2866,1,2,3,0.33,2.00
2867,3,0,9,0.33,0.00
2868,1,1,7,0.14,1.00
2869,3,0,8,0.38,0.00
2870,3,0,8,0.38,0.00
2871,1,2,6,0.17,2.00
2872,5,3,11,0.45,0.60
2873,1,2,7,0.14,2.00
2874,2,0,6,0.33,0.00
2875,4,0,9,0.44,0.00
2876,0,1,9,0.00,0.00
2877,6,0,11,0.55,0.00
2878,8,2,5,1.60,0.25
2879,1,1,7,0.14,1.00
2880,1,0,7,0.14,0.00
2881,4,1,9,0.44,0.25
2882,4,3,8,0.50,0.75
2883,5,0,3,1.67,0.00
2884,4,2,8,0.50,0.50
2885,5,1,10,0.50,0.20
2886,5,0,5,1.00,0.00
2887,5,1,8,0.62,0.20
2888,6,2,8,0.75,0.33
2889,2,1,10,0.20,0.50
2890,2,0,8,0.25,0.00
2891,5,1,8,0.62,0.20
2892,3,2,5,0.60,0.67
2893,4,0,11,0.36,0.00
2894,0,1,7,0.00,0.00
2895,2,2,9,0.22,1.00
2896,3,2,8,0.38,0.67
2897,2,0,8,0.25,0.00
2898,2,2,7,0.29,1.00
2899,1,2,6,0.17,2.00
2900,4,1,4,1.00,0.25
2901,2,3,12,0.17,1.50
2902,2,2,5,0.40,1.00
2903,5,0,7,0.71,0.00
2904,3,1,6,0.50,0.33
2905,6,1,6,1.00,0.17
2906,5,1,6,0.83,0.20
2907,3,1,8,0.38,0.33
2908,2,1,4,0.50,0.50
2909,7,1,9,0.78,0.14
2910,5,1,5,1.00,0.20
2911,5,1,4,1.25,0.20
2912,1,0,10,0.10,0.00
2913,4,0,8,0.50,0.00
2914,3,2,3,1.00,0.67
2915,3,2,10,0.30,0.67
2916,3,1,8,0.38,0.33
2917,3,1,8,0.38,0.33
2918,3,1,5,0.60,0.33
2919,2,1,3,0.67,0.50
2920,4,2,12,0.33,0.50
2921,6,2,11,0.55,0.33
2922,2,1,7,0.29,0.50
2923,4,0,5,0.80,0.00
2924,3,1,10,0.30,0.33
2925,1,2,11,0.09,2.00
2926,6,2,11,0.55,0.33
2927,5,0,5,1.00,0.00
2928,5,1,9,0.56,0.20
2929,3,2,8,0.38,0.67
2930,8,1,9,0.89,0.12
2931,2,3,11,0.18,1.50
2932,5,0,5,1.00,0.00
2933,5,2,2,2.50,0.40
2934,1,2,8,0.12,2.00
2935,1,1,8,0.12,1.00
2936,6,0,6,1.00,0.00
2937,2,5,8,0.25,2.50
2938,4,2,6,0.67,0.50
2939,2,1,8,0.25,0.50
2940,0,1,8,0.00,0.00
2941,3,1,7,0.43,0.33
2942,7,1,7,1.00,0.14
2943,5,3,10,0.50,0.60
2944,2,1,10,0.20,0.50
2945,5,0,8,0.62,0.00
2946,2,0,12,0.17,0.00
2947,3,2,9,0.33,0.67
2948,2,1,6,0.33,0.50
2949,3,6,5,0.60,2.00
2950,6,0,8,0.75,0.00
2951,6,2,9,0.67,0.33
2952,5,0,9,0.56,0.00
2953,8,4,6,1.33,0.50
2954,3,1,8,0.38,0.33
2955,3,1,6,0.50,0.33
2956,1,3,3,0.33,3.00
2957,7,0,8,0.88,0.00
2958,1,1,8,0.12,1.00
2959,3,2,10,0.30,0.67
2960,3,2,9,0.33,0.67
2961,5,0,6,0.83,0.00
2962,4,2,8,0.50,0.50
2963,4,2,5,0.80,0.50
2964,3,2,9,0.33,0.67
2965,3,0,5,0.60,0.00
2966,2,3,6,0.33,1.50
2967,3,1,7,0.43,0.33
2968,2,1,3,0.67,0.50
2969,2,1,6,0.33,0.50
2970,2,0,6,0.33,0.00
2971,5,0,4,1.25,0.00
2972,6,1,3,2.00,0.17
2973,3,3,5,0.60,1.00
2974,3,0,9,0.33,0.00
2975,7,1,6,1.17,0.14
2976,1,2,7,0.14,2.00
2977,3,1,6,0.50,0.33
2978,7,2,8,0.88,0.29
2979,2,1,4,0.50,0.50
2980,9,1,10,0.90,0.11
2981,3,1,7,0.43,0.33
2982,2,1,9,0.22,0.50
2983,0,1,11,0.00,0.00
2984,3,2,6,0.50,0.67
2985,8,0,15,0.53,0.00
2986,4,0,7,0.57,0.00
2987,3,0,5,0.60,0.00
2988,2,1,5,0.40,0.50
2989,4,3,2,2.00,0.75
2990,6,0,10,0.60,0.00
2991,3,2,7,0.43,0.67
2992,5,0,10,0.50,0.00
2993,2,0,10,0.20,0.00
2994,3,3,4,0.75,1.00
2995,2,0,11,0.18,0.00
2996,4,1,4,1.00,0.25
2997,1,0,12,0.08,0.00
2998,3,0,4,0.75,0.00
2999,3,2,10,0.30,0.67
3000,2,1,4,0.50,0.50
3001,3,0,11,0.27,0.00
3002,3,2,7,0.43,0.67
3003,5,1,6,0.83,0.20
3004,1,1,10,0.10,1.00
3005,2,1,9,0.22,0.50
3006,1,3,7,0.14,3.00
3007,1,0,4,0.25,0.00
3008,2,0,7,0.29,0.00
3009,4,1,3,1.33,0.25
3010,4,2,7,0.57,0.50
3011,2,1,7,0.29,0.50
3012,6,1,7,0.86,0.17
3013,1,3,9,0.11,3.00
3014,1,0,7,0.14,0.00
3015,6,2,6,1.00,0.33
3016,4,0,7,0.57,0.00
3017,2,2,7,0.29,1.00
3018,1,1,8,0.12,1.00
3019,4,2,2,2.00,0.50
3020,1,2,6,0.17,2.00
3021,4,1,7,0.57,0.25
3022,2,3,9,0.22,1.50
3023,2,3,12,0.17,1.50
3024,2,1,6,0.33,0.50
3025,2,0,7,0.29,0.00
3026,2,1,3,0.67,0.50
3027,3,2,6,0.50,0.67
3028,4,0,10,0.40,0.00
3029,5,0,12,0.42,0.00
3030,4,1,6,0.67,0.25
3031,4,0,7,0.57,0.00
3032,2,2,8,0.25,1.00
3033,2,0,3,0.67,0.00
3034,6,0,8,0.75,0.00
3035,1,1,7,0.14,1.00
3036,3,2,8,0.38,0.67
3037,6,0,9,0.67,0.00
3038,5,2,6,0.83,0.40
3039,2,1,11,0.18,0.50
3040,4,0,8,0.50,0.00
3041,2,2,7,0.29,1.00
3042,2,0,4,0.50,0.00
3043,4,1,8,0.50,0.25
3044,4,0,11,0.36,0.00
3045,8,3,5,1.60,0.38
3046,5,0,5,1.00,0.00
3047,4,0,12,0.33,0.00
3048,7,1,7,1.00,0.14
3049,4,2,5,0.80,0.50
3050,9,1,8,1.12,0.11
3051,3,1,7,0.43,0.33
3052,6,0,6,1.00,0.00
3053,4,1,6,0.67,0.25
3054,3,1,12,0.25,0.33
3055,7,0,10,0.70,0.00
3056,6,2,2,3.00,0.33
3057,0,1,4,0.00,0.00
3058,6,2,9,0.67,0.33
3059,2,2,8,0.25,1.00
3060,3,1,7,0.43,0.33
3061,1,4,6,0.17,4.00
3062,2,2,9,0.22,1.00
3063,3,2,2,1.50,0.67
3064,1,0,3,0.33,0.00
3065,4,1,12,0.33,0.25
3066,2,2,7,0.29,1.00
3067,5,3,5,1.00,0.60
3068,6,1,4,1.50,0.17
3069,6,1,9,0.67,0.17
3070,7,1,6,1.17,0.14
3071,1,2,4,0.25,2.00
3072,1,1,7,0.14,1.00
3073,1,3,5,0.20,3.00
3074,1,2,9,0.11,2.00
3075,3,1,7,0.43,0.33
3076,5,1,5,1.00,0.20
3077,1,0,8,0.12,0.00
3078,0,0,3,0.00,0.00
3079,0,1,8,0.00,0.00
3080,0,1,6,0.00,0.00
3081,1,1,9,0.11,1.00
3082,0,0,11,0.00,0.00
3083,7,2,7,1.00,0.29
3084,2,3,6,0.33,1.50
3085,3,2,9,0.33,0.67
3086,2,1,10,0.20,0.50
3087,4,2,9,0.44,0.50
3088,6,0,7,0.86,0.00
3089,1,3,10,0.10,3.00
3090,6,1,7,0.86,0.17
3091,3,1,4,0.75,0.33
3092,1,0,12,0.08,0.00
3093,2,1,5,0.40,0.50
3094,1,2,4,0.25,2.00
3095,4,1,11,0.36,0.25
3096,5,1,7,0.71,0.20
3097,1,0,6,0.17,0.00
3098,3,3,7,0.43,1.00
3099,3,1,7,0.43,0.33
3100,4,0,7,0.57,0.00
3101,2,0,13,0.15,0.00
3102,1,1,7,0.14,1.00
3103,8,1,6,1.33,0.12
3104,2,0,4,0.50,0.00
3105,5,1,5,1.00,0.20
3106,8,1,5,1.60,0.12
3107,7,1,4,1.75,0.14
3108,3,0,7,0.43,0.00
3109,6,4,4,1.50,0.67
3110,2,0,4,0.50,0.00
3111,4,0,6,0.67,0.00
3112,6,1,6,1.00,0.17
3113,3,2,5,0.60,0.67
3114,6,1,9,0.67,0.17
3115,3,1,12,0.25,0.33
3116,0,1,5,0.00,0.00
3117,7,1,5,1.40,0.14
3118,3,0,7,0.43,0.00
3119,3,2,6,0.50,0.67
3120,3,0,9,0.33,0.00
3121,4,1,10,0.40,0.25
3122,5,1,7,0.71,0.20
3123,7,0,13,0.54,0.00
3124,5,0,9,0.56,0.00
3125,4,1,11,0.36,0.25
3126,5,1,7,0.71,0.20
3127,5,1,6,0.83,0.20
3128,3,0,7,0.43,0.00
3129,2,0,7,0.29,0.00
3130,2,1,10,0.20,0.50
3131,2,2,9,0.22,1.00
3132,2,0,6,0.33,0.00
3133,7,1,9,0.78,0.14
3134,1,3,9,0.11,3.00
3135,5,1,5,1.00,0.20
3136,2,1,6,0.33,0.50
3137,2,2,11,0.18,1.00
3138,5,1,6,0.83,0.20
3139,2,2,13,0.15,1.00
3140,3,2,3,1.00,0.67
3141,11,2,4,2.75,0.18
3142,2,3,7,0.29,1.50
3143,5,0,7,0.71,0.00
3144,2,2,12,0.17,1.00
3145,5,0,12,0.42,0.00
3146,1,2,4,0.25,2.00
3147,5,1,6,0.83,0.20
3148,7,2,8,0.88,0.29
3149,2,0,6,0.33,0.00
3150,1,1,4,0.25,1.00
3151,6,2,10,0.60,0.33
3152,6,3,4,1.50,0.50
3153,1,0,10,0.10,0.00
3154,0,2,9,0.00,0.00
3155,6,1,7,0.86,0.17
3156,3,1,4,0.75,0.33
3157,3,2,8,0.38,0.67
3158,4,1,6,0.67,0.25
3159,7,2,8,0.88,0.29
3160,5,3,10,0.50,0.60
3161,2,2,7,0.29,1.00
3162,5,0,10,0.50,0.00
3163,1,1,6,0.17,1.00
3164,3,2,8,0.38,0.67
3165,5,0,5,1.00,0.00
3166,4,1,5,0.80,0.25
3167,2,3,7,0.29,1.50
3168,4,0,9,0.44,0.00
3169,4,0,6,0.67,0.00
3170,1,0,4,0.25,0.00
3171,2,3,5,0.40,1.50
3172,6,1,9,0.67,0.17
3173,5,2,8,0.62,0.40
3174,2,1,6,0.33,0.50
3175,8,0,9,0.89,0.00
3176,0,3,4,0.00,0.00
3177,5,0,7,0.71,0.00
3178,7,4,3,2.33,0.57
3179,2,1,9,0.22,0.50
3180,1,2,5,0.20,2.00
3181,4,2,12,0.33,0.50
3182,5,2,5,1.00,0.40
3183,2,0,8,0.25,0.00
3184,2,2,5,0.40,1.00
3185,4,0,10,0.40,0.00
3186,3,1,4,0.75,0.33
3187,3,3,8,0.38,1.00
3188,4,0,9,0.44,0.00
3189,4,1,8,0.50,0.25
3190,2,2,12,0.17,1.00
3191,4,1,5,0.80,0.25
3192,1,0,5,0.20,0.00
3193,4,0,5,0.80,0.00
3194,2,1,6,0.33,0.50
3195,1,3,5,0.20,3.00
3196,2,0,4,0.50,0.00
3197,2,3,10,0.20,1.50
3198,4,2,8,0.50,0.50
3199,2,0,5,0.40,0.00
3200,8,0,5,1.60,0.00
3201,2,1,6,0.33,0.50
3202,1,0,7,0.14,0.00
3203,1,0,7,0.14,0.00
3204,7,1,6,1.17,0.14
3205,3,1,11,0.27,0.33
3206,3,1,7,0.43,0.33
3207,0,1,11,0.00,0.00
3208,4,4,6,0.67,1.00
3209,4,0,8,0.50,0.00
3210,4,1,9,0.44,0.25
3211,2,0,10,0.20,0.00
3212,3,1,6,0.50,0.33
3213,2,2,7,0.29,1.00
3214,1,1,3,0.33,1.00
3215,5,2,7,0.71,0.40
3216,2,1,8,0.25,0.50
3217,2,0,11,0.18,0.00
3218,6,3,8,0.75,0.50
3219,3,1,7,0.43,0.33
3220,2,1,8,0.25,0.50
3221,5,0,8,0.62,0.00
3222,2,0,1,2.00,0.00
3223,2,0,5,0.40,0.00
3224,0,0,8,0.00,0.00
3225,7,1,13,0.54,0.14
3226,1,0,6,0.17,0.00
3227,2,1,14,0.14,0.50
3228,5,1,2,2.50,0.20
3229,2,1,7,0.29,0.50
3230,4,0,6,0.67,0.00
3231,6,0,9,0.67,0.00
3232,3,0,4,0.75,0.00
3233,6,1,9,0.67,0.17
3234,6,3,6,1.00,0.50
3235,4,2,5,0.80,0.50
3236,7,1,5,1.40,0.14
3237,2,1,6,0.33,0.50
3238,4,2,7,0.57,0.50
3239,4,1,7,0.57,0.25
3240,4,1,6,0.67,0.25
3241,2,1,7,0.29,0.50
3242,3,1,3,1.00,0.33
3243,3,2,4,0.75,0.67
3244,4,0,9,0.44,0.00
3245,1,1,13,0.08,1.00
3246,6,2,9,0.67,0.33
3247,7,2,8,0.88,0.29
3248,1,2,13,0.08,2.00
3249,3,1,11,0.27,0.33
3250,2,2,8,0.25,1.00
3251,7,1,9,0.78,0.14
3252,2,2,9,0.22,1.00
3253,4,0,5,0.80,0.00
3254,3,0,10,0.30,0.00
3255,5,2,7,0.71,0.40
3256,8,1,7,1.14,0.12
3257,8,1,4,2.00,0.12
3258,5,1,9,0.56,0.20
3259,0,1,7,0.00,0.00
3260,4,1,11,0.36,0.25
3261,4,4,7,0.57,1.00
3262,4,1,6,0.67,0.25
3263,3,0,10,0.30,0.00
3264,3,1,11,0.27,0.33
3265,3,2,10,0.30,0.67
3266,1,3,7,0.14,3.00
3267,4,1,6,0.67,0.25
3268,5,3,10,0.50,0.60
3269,3,1,9,0.33,0.33
3270,3,1,12,0.25,0.33
3271,3,5,8,0.38,1.67
3272,1,2,5,0.20,2.00
3273,1,1,3,0.33,1.00
3274,3,1,5,0.60,0.33
3275,3,0,5,0.60,0.00
3276,4,0,10,0.40,0.00
3277,1,1,12,0.08,1.00
3278,7,0,6,1.17,0.00
3279,3,1,9,0.33,0.33
3280,4,0,6,0.67,0.00
3281,4,0,6,0.67,0.00
3282,2,0,7,0.29,0.00
3283,6,0,5,1.20,0.00
3284,1,0,10,0.10,0.00
3285,5,0,14,0.36,0.00
3286,4,4,4,1.00,1.00
3287,3,0,7,0.43,0.00
3288,3,0,8,0.38,0.00
3289,4,2,7,0.57,0.50
3290,3,2,1,3.00,0.67
3291,4,3,4,1.00,0.75
3292,3,1,8,0.38,0.33
3293,1,5,8,0.12,5.00
3294,3,0,10,0.30,0.00
3295,3,1,6,0.50,0.33
3296,4,0,7,0.57,0.00
3297,3,1,5,0.60,0.33
3298,2,0,5,0.40,0.00
3299,1,2,8,0.12,2.00
3300,3,1,9,0.33,0.33
3301,5,0,9,0.56,0.00
3302,2,1,3,0.67,0.50
3303,2,3,8,0.25,1.50
3304,3,0,3,1.00,0.00
3305,7,0,10,0.70,0.00
3306,2,0,5,0.40,0.00
3307,4,1,4,1.00,0.25
3308,3,0,6,0.50,0.00
3309,2,3,5,0.40,1.50
3310,6,0,5,1.20,0.00
3311,6,0,8,0.75,0.00
3312,6,0,13,0.46,0.00
3313,5,0,3,1.67,0.00
3314,3,2,7,0.43,0.67
3315,4,1,6,0.67,0.25
3316,5,4,14,0.36,0.80
3317,1,1,6,0.17,1.00
3318,3,2,6,0.50,0.67
3319,8,2,7,1.14,0.25
3320,2,1,7,0.29,0.50
3321,6,0,5,1.20,0.00
3322,4,1,11,0.36,0.25
3323,6,0,6,1.00,0.00
3324,1,1,5,0.20,1.00
3325,4,4,9,0.44,1.00
3326,4,2,7,0.57,0.50
3327,2,0,8,0.25,0.00
3328,3,0,6,0.50,0.00
3329,5,0,6,0.83,0.00
3330,7,0,7,1.00,0.00
3331,8,3,11,0.73,0.38
3332,2,0,7,0.29,0.00
3333,3,2,7,0.43,0.67
3334,5,1,6,0.83,0.20
3335,7,1,8,0.88,0.14
3336,5,2,4,1.25,0.40
3337,5,1,5,1.00,0.20
3338,4,3,6,0.67,0.75
3339,3,2,9,0.33,0.67
3340,4,1,9,0.44,0.25
